"content","original_id","from","date_created","sentiment","original_sentiment"
"@GilaPromoDotCom: #diskon Domino Pizza Best Deal - Promo Beli 1 Gratis 1","661393972321910785","musthofanahra","2015-11-03 11:06:25","",""
"@GilaPromoDotCom: #diskon Lazada Super Selasa - Diskon hingga 50% + Xtra Diskon Rp 300.000","661393958807822336","musthofanahra","2015-11-03 11:06:22","",""
"@GilaPromoDotCom: #diskon Elevenia Special Offers - Diskon Rp. 100.000","661393929191845888","musthofanahra","2015-11-03 11:06:15","",""
"@GilaPromoDotCom: #diskon Erafone Xiaomi Great Deal - Harga Spesial Rp. 2.949.000","661393915023507456","musthofanahra","2015-11-03 11:06:12","",""
"@GilaPromoDotCom: #indonesia #diskon Kyochon Restaurant Spesial Deal - Diskon 15%","661393874586218496","musthofanahra","2015-11-03 11:06:02","",""
"@GilaPromoDotCom: #indonesia #diskon Dominos Pizza Promo Spesial Add On - Diskon 64%","661393860887621632","musthofanahra","2015-11-03 11:05:59","",""
"@GilaPromoDotCom: #indonesia #diskon Hoka Hoka Bento Promo Eat Fish - Harga Heboh Cuma Rp. 15.000","661393848220807168","musthofanahra","2015-11-03 11:05:56","",""
"@GilaPromoDotCom: #indonesia #diskon Les Femmes Special Offers - Tambah Rp. 50.000 Dapat 2 Item","661393795594846210","musthofanahra","2015-11-03 11:05:43","",""
"@GilaPromoDotCom: #diskon Kompas Gramedia Promo Membercard - Diskon Hingga 50%","661393772962410496","musthofanahra","2015-11-03 11:05:38","",""
"@GilaPromoDotCom: #diskon Hoka Hoka Bento Promo Eat Fish - Harga Heboh Cuma Rp. 15.000","661393748371202048","musthofanahra","2015-11-03 11:05:32","",""
"@GilaPromoDotCom: #onlineonly #diskon Domino Pizza Best Deal - Promo Beli 1 Gratis 1","661349520345661440","musthofanahra","2015-11-03 08:09:47","",""
"@GilaPromoDotCom: #diskon Electronic City Spooktacular LED Surprise - Cashback Hingga Rp. 20.000.000","661349470190243840","musthofanahra","2015-11-03 08:09:35","",""
"Beuhhhhh @GilaPromoDotCom: #diskon Lotteria Promo Menu Hemat BIG Smile - Harga Mulai Dari Rp. 10.000","661085441332932608","musthofanahra","2015-11-02 14:40:26","",""
"@GilaPromoDotCom: #diskon LG Surprise Deal - Cashback Hingga Rp. 1.300.000","661085220645441536","musthofanahra","2015-11-02 14:39:33","",""
"@GilaPromoDotCom: #diskon A&W Restaurant Promo Awesome American - Menu Hemat Mulai Dari Rp. 12.000an","661025390400372736","musthofanahra","2015-11-02 10:41:48","",""
"@GilaPromoDotCom: #diskon KFC Promo Santap Hemat Sepanjang Tahun - Diskon Rp. 20.000","661025370796261376","musthofanahra","2015-11-02 10:41:44","",""
"@GilaPromoDotCom: #diskon Dcost Restaurant Promo Delivery - Harga Mulai Dari Rp. 16.000","661025351900917760","musthofanahra","2015-11-02 10:41:39","",""
"@GilaPromoDotCom: #diskon Carrefour Telkomsel Promo Isi Ulang Pulsa - Gratis Hadiah Langsung","661025334150606849","musthofanahra","2015-11-02 10:41:35","",""
"Follow Back :) GilaPromo @GilaPromoDotCom: #diskon Solaria Telkomsel Special Deal - Gratis Voucher Makan #TestTTIbyArifyusap","660793774302343168","HariPermai","2015-11-01 19:21:27","",""
"Beh hajar deh ya @GilaPromoDotCom: #diskon Blibli Promo Pesta Kostum Anak - Diskon Hingga 70%","660743688398569476","musthofanahra","2015-11-01 16:02:25","",""
"@GilaPromoDotCom: #diskon Cinemaxx Theater Promo Nonton Hemat - Beli 2 Gratis 1","659937230727725058","musthofanahra","2015-10-30 10:37:51","",""
"@GilaPromoDotCom: #diskon Carls Jr Promo Jumat Hemat - Beli 1 Gratis 1","659937168542953472","musthofanahra","2015-10-30 10:37:36","",""
"@GilaPromoDotCom: #diskon Acer Indocomtech 2015 Special Deal - Beli 1 Gratis 1 Dan Cashback Rp. 500.000","659937141573554177","musthofanahra","2015-10-30 10:37:30","",""
"@GilaPromoDotCom: #diskon G2000 Special Halloween Sale - Diskon 50%","659937099169185792","musthofanahra","2015-10-30 10:37:20","",""
"@GilaPromoDotCom: #diskon Colorbox Special Deal - Gratis Hadiah Langsung","659937063668576256","musthofanahra","2015-10-30 10:37:11","",""
"@GilaPromoDotCom: #diskon Fish & Co Special Offers - Diskon 15%","659937050997616642","musthofanahra","2015-10-30 10:37:08","",""
"@GilaPromoDotCom: #onlineonly #diskon Blibli Promo Spesial Kamis Ganteng - Diskon Sampai Dengan 74%","659653126778056704","musthofanahra","2015-10-29 15:48:55","",""
"@GilaPromoDotCom: #onlineonly #diskon Mango Mid-Season Sale - Diskon Hingga 50%","659653091088699392","musthofanahra","2015-10-29 15:48:47","",""
"@GilaPromoDotCom: #diskon Okeshop Promo Seru Dan Rame - Gebyar Diskon & Harga Spesial","659653074739290112","musthofanahra","2015-10-29 15:48:43","",""
"@GilaPromoDotCom: #diskon Lazada Promo Men's And Women's Best Sellers - Diskon Hingga 90%","659653048571031552","musthofanahra","2015-10-29 15:48:37","",""
"@GilaPromoDotCom: #diskon Supermall Karawaci Extravagan Sale - Diskon Hingga 60% + 10%","659653024294408192","musthofanahra","2015-10-29 15:48:31","",""
"@GilaPromoDotCom: #diskon Mango Mid-Season Sale - Diskon Hingga 50%","659653011640225792","musthofanahra","2015-10-29 15:48:28","",""
"@GilaPromoDotCom: #diskon Blibli Promo Spesial Kamis Ganteng - Diskon Sampai Dengan 74%","659652980703035392","musthofanahra","2015-10-29 15:48:21","",""
"@GilaPromoDotCom: #onlineonly #diskon Infinite Special Indocomtech 2015 Deal - Diskon Hingga Rp. 500.000","659652958263443456","musthofanahra","2015-10-29 15:48:15","",""
"@GilaPromoDotCom: #onlineonly #diskon Lazada Promo Lensa Super Deal - Diskon Hingga 50%","659652941427507200","musthofanahra","2015-10-29 15:48:11","",""
"@GilaPromoDotCom: #onlineonly #diskon Zalora Halloween Boom Sale - Gebyar Diskon + Harga Special","659652921060036608","musthofanahra","2015-10-29 15:48:06","",""
"Beuhhh sikattttt @GilaPromoDotCom: #diskon Supermall Karawaci Extravagan Sale - Diskon Hingga 60% + 10%","659652859684761600","musthofanahra","2015-10-29 15:47:52","",""
"@GilaPromoDotCom LELE THE LORD OF THE RINGS IDR 15K/Rp 15.000,- Call/SMS/WA: 085-646-777-454 BBM: 75A6DA49","659611050224975876","whiteMLG","2015-10-29 13:01:44","",""
"@GilaPromoDotCom: #indonesia #diskon Et Cetera Promo Spesial - Diskon Rp. 100.000","659576871055548416","musthofanahra","2015-10-29 10:45:55","",""
"@GilaPromoDotCom: #indonesia #diskon KFC Promo Menu Baru - Harga Cuma Rp. 5.000","659576855989645312","musthofanahra","2015-10-29 10:45:51","",""
"@GilaPromoDotCom: #indonesia #diskon Flash Deal Meizu M2","659576846309199872","musthofanahra","2015-10-29 10:45:49","",""
"@GilaPromoDotCom: #indonesia #diskon Lazada Alcatel Flash Sale - Promo Harga Special Mantap","659576799135793152","musthofanahra","2015-10-29 10:45:37","",""
"@GilaPromoDotCom: #diskon Emax Special Indocomtech 2015 Deal - Cashback Rp. 2.000.000","659576772883673088","musthofanahra","2015-10-29 10:45:31","",""
"@GilaPromoDotCom: #diskon Electronic Solution 10th Anniversary Promo - Aneka Diskon & Harga Spesial","659576746392485888","musthofanahra","2015-10-29 10:45:25","",""
"@GilaPromoDotCom: #diskon Excelso BIG Deal - Beli 1 Gratis 1","659576737873817600","musthofanahra","2015-10-29 10:45:23","",""
"@GilaPromoDotCom: #diskon Et Cetera Promo Spesial - Diskon Rp. 100.000","659576736045117440","musthofanahra","2015-10-29 10:45:22","",""
"@GilaPromoDotCom Hot Wheels THE FLINTSTONES THE FLINTMOBILE Rp 90.000,- Call/SMS/WA: 085-646-777-454 BBM: 75A6DA49","659249582136668164","whiteMLG","2015-10-28 13:05:23","",""
"@GilaPromoDotCom: #diskon X8 Clothing Penawaran Spesial - Gratis Hadiah Langsung","659201604965416960","musthofanahra","2015-10-28 09:54:44","",""
"@GilaPromoDotCom: #diskon Calais Tea Promo Super Mantap - Beli 1 Gratis 1","659201535922974721","musthofanahra","2015-10-28 09:54:28","",""
"@GilaPromoDotCom: #diskon Chatime Promo Halloween - Beli 1 Gratis 1","659201514947264512","musthofanahra","2015-10-28 09:54:23","",""
"@GilaPromoDotCom: #diskon Debenhams Special Sale - Diskon 20% + 10%","659201512539684865","musthofanahra","2015-10-28 09:54:22","",""
"@GilaPromoDotCom dptkan #diskon 250RB+50RB pulsa @telkomsel jk km mlakukan Trade-in HP 2G di @telesindoshop . S&K","658987653929553920","Migrasi3G","2015-10-27 19:44:34","",""
"Bwuhhh @GilaPromoDotCom: #diskon Payless Shoesource Semi Annual Sale - Diskon 40%","658946053446569984","musthofanahra","2015-10-27 16:59:16","",""
"blahh @GilaPromoDotCom: #diskon Dorothy Perkins Further Reductions Great Sale - Diskon Hingga 50%","658936842276896768","musthofanahra","2015-10-27 16:22:40","",""
"Kuy lahhhhhh @GilaPromoDotCom: #onlineonly #diskon Klik Indomaret Promo Belanja Hemat","658931289890795521","musthofanahra","2015-10-27 16:00:36","",""
"@GilaPromoDotCom: #diskon Dorothy Perkins Further Reductions Great Sale - Diskon Hingga 50%","658931280692707328","musthofanahra","2015-10-27 16:00:34","",""
"@GilaPromoDotCom: #diskon Donita Special Offers - Promo Beli 1 Gratis 1","658931263382798336","musthofanahra","2015-10-27 16:00:30","",""
"@GilaPromoDotCom: #diskon eStore Promo Oktober Heboh - Diskon Rp. 2.000.000","658931252712501248","musthofanahra","2015-10-27 16:00:27","",""
"@GilaPromoDotCom: #diskon Payless Shoesource Semi Annual Sale - Diskon 40%","658931223327215617","musthofanahra","2015-10-27 16:00:20","",""
"@GilaPromoDotCom: #diskon Matahari Department Store Promo Spesial Ulang Tahun - Beli T-Shirt Hanya Rp. 15.000","658931073464729601","musthofanahra","2015-10-27 15:59:44","",""
"@GilaPromoDotCom: #onlineonly #diskon Tonga Super Sale - Diskon Hingga 70%","658931057970954240","musthofanahra","2015-10-27 15:59:41","",""
