"content","original_id","from","date_created","sentiment","original_sentiment"
"BEKALE kemasan ekonomis 180gr hanya 25.000 dapatkan diskon 2.500 untuk pembelian diatas 3 kotak.","662596537810206720","makanan_bekale","2015-11-06 18:44:59","",""
"Ber-Iklanlah Sekarang dan dapatkan Paket dan Diskon Menarik!!","662595899013488640","joSULIRVAN","2015-11-06 18:42:27","",""
"@xiaomiindonesia kapan ya ada diskon buat mi4i? 11.11 nanti bakal ada diskon di kah, Min?","662595456321519616","ryantijulia","2015-11-06 18:40:41","",""
"KOBE GARDEN JAPANESE & KOREAN FOOD Diskon 10% Makanan dengan Kartu Debit dan Kartu Kredit DANAMON","662595380866076673","katalogpromosi","2015-11-06 18:40:23","",""
"PIZZA & RESTO VALLE Diskon 15% Makanan & Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662595380857712640","katalogpromosi","2015-11-06 18:40:23","",""
"CHUNG GI WA Diskon 10% Makanan dengan Kartu Debit dan Kartu Kredit DANAMON","662595380425711616","katalogpromosi","2015-11-06 18:40:23","",""
"#PREORDER - #Operation:BreaktheCasanovasHeart Edisi TTD Penulis Diskon 20%.>>> @penerbitharu","662595342832136192","bukukita","2015-11-06 18:40:14","",""
"Diskon 50%! Blazter Blender Sharp HANYA 359rb! Klik disini »","662595298242396160","DINOMARKET","2015-11-06 18:40:04","",""
"Zalora hadirkan diskon hingga 80% selama satu hari penuh.","662595242999349248","letsgoml","2015-11-06 18:39:51","",""
"Lazada kasih Diskon #onlinerevolution #lazada #diskon #JumatBerkah #Rilisiana #online","662595041047678976","syakirasyakir","2015-11-06 18:39:02","",""
"MEMBER @Salon_WinA GRATIS Perawatan & DISKON 5-15% #khususwanita Jl. Tirtotejo Utara, Pajang-Solo WA 081548651117 s","662594980582567936","mr_iklan","2015-11-06 18:38:48","",""
"Hello beautiful! Ini dari bot @pinkvelvet_id >//< Follow instagram kami @pinkvelvet.id yuk! Diskon besar"an untuk semua brand ^-^","662594720640557057","pinkvelvet_id","2015-11-06 18:37:46","",""
"Promo Garskin CSholic!! \(ˆ▽ˆ)/ Reseller yuk merapattt ada diskon besar"annnnnnnn :D order yukkk","662594547218644992","CrownShopaholic","2015-11-06 18:37:05","",""
"Toko Ac Elektronik Depok,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Diskon Setiap Hari,Bergaransi Resmi Pabrik.","662594474137120768","GudangJaya","2015-11-06 18:36:47","",""
"Butuh produk herbal bersertifikat halal dan LP POM MUI ? Plus diskon up to 40% ? Add this official account ~","662594424459943936","andywindarto","2015-11-06 18:36:35","",""
"Moms, popok bayi Goon diskon 30%","662594078169804800","AdaDiskon","2015-11-06 18:35:13","",""
"FACES RESTAURANT (The Bale) Diskon 15% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662594073585426432","katalogpromosi","2015-11-06 18:35:12","",""
"DONBIU RESTAURANT (Padma Resort Bali) Diskon 15% Makanan dan Minuman dengan Kartu Kredit DANAMON","662594073560264705","katalogpromosi","2015-11-06 18:35:12","",""
"BALI TOWER RESTAURANT (The Menjangan) Diskon 15% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662594073115652096","katalogpromosi","2015-11-06 18:35:12","",""
"Bedak GG padat tdk diskon bln ini sai Linda Losu yg diskon foundationnya","662593661000028161","shoppica1","2015-11-06 18:33:33","",""
"diskon besar-besaran Hp, kamera, leptop, hrg murah Pin:29D725B4 toko OBAJAdotCOM promo akhir thn 2015 s","662593544339587076","JktAdv_","2015-11-06 18:33:06","",""
"Hanya 1 Hari, Diskon Belanja Online Hingga 80% - Lifestyle","662593441042456576","BandungProduk","2015-11-06 18:32:41","",""
"#Novel Critical Eleven by @ikanatassa sudah restock di @rumahbuku96 diskon hingga 30%…","662593307990761472","rumahbuku96","2015-11-06 18:32:09","",""
"Meningkatkan Penjualan Dengan Memanfaatkan Kupon Diskon #ArtikelBisnis","662593199224016896","kelaspengusaha","2015-11-06 18:31:43","",""
"GRAND OPENING REXBERG @Kota_Karawang PROMO: -Bayar sesukanya/Seikhlasnya -Diskon Pomade 15% #karawang #barbershop","662593002951458816","RexbergBarber","2015-11-06 18:30:56","",""
"Produk cokleat batang Silverqueen, Cadbury, Snickers, diskon 25%","662592971234217988","AdaDiskon","2015-11-06 18:30:49","",""
"MEJA RESTAURANT (Ize Seminyak) Diskon 15% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662592957082689536","katalogpromosi","2015-11-06 18:30:46","",""
"GONG RESTAURANT (The Santai) Diskon 15% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662592957053300736","katalogpromosi","2015-11-06 18:30:46","",""
"PANTAI RESTAURANT (The Menjangan) Diskon 15% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662592956759736320","katalogpromosi","2015-11-06 18:30:45","",""
"Diskon 40%! Car Charger with Extra DC Socket HANYA 75rb! Klik disini »","662592809015181312","DINOMARKET","2015-11-06 18:30:10","",""
"[Nasional] Diskon - Hilangkan Mata Panda / Kantung Mata Dengan Gold Eye Crystal","662592792640778240","Aditya_kesya","2015-11-06 18:30:06","",""
"Hanya 1 Hari, Diskon Belanja Online Hingga 80% |","662592330222841857","KoranTimeline","2015-11-06 18:28:16","",""
"@swgwfn_ kalo semua gak ada diskon ya mz","662592329136521216","dahyiu","2015-11-06 18:28:16","",""
"Check in Fb anda di Amigo Ice, dapatkan Diskon 20% utk all shaved ice item #makananbatam# #amigoice# #batamfood#","662592278951686145","travelsakura","2015-11-06 18:28:04","",""
"Ayo rek sambut weekendmu karo dinner nang #MieAkhirat, onok voucher diskon senilai 30ewu teko…","662592158973739009","MieAkhirat","2015-11-06 18:27:35","",""
"biasanya sih mood cewek bakalan bagus kalo ngeliat tulisan "DISKON"┒(ˇ_ˇ)┎","662592099062157312","tinggisegar","2015-11-06 18:27:21","",""
"@Liana4325 diskon sampai 30% kak","662591988462522368","rumahbuku96","2015-11-06 18:26:55","",""
"@DediDananjaya dpat diskon tambahan kak","662591941763207169","rumahbuku96","2015-11-06 18:26:43","",""
"Hujan di Solo sudah reda. Silahkan merapat ke @ShowcaseEvent semua produk kita diskon 30%.","662591905734094848","BLCKSTRSTORE","2015-11-06 18:26:35","",""
"Mayan idomart lagi diskon 10rb/2 cornetto. Kamu beli gih 😄","662591565458632704","achmdfjrdy","2015-11-06 18:25:14","",""
"S.K.A.I. (Padma Resort Bali) Diskon 15% Makanan dan Minuman dengan Kartu Kredit DANAMON","662591561495126016","katalogpromosi","2015-11-06 18:25:13","",""
"TAPA BISTRO (The Bale) Diskon 15% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662591561490939904","katalogpromosi","2015-11-06 18:25:13","",""
"SELERIANA RESTAURANT (The Kana Kuta) Diskon 15% makanan dan minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662591561411239936","katalogpromosi","2015-11-06 18:25:13","",""
"Long time no see, terimakasih diskon nya bu desii 🙆🙇💕 (with Desi at H&M Store PVJ) [pic] —","662590935327338496","amyliacempakaaa","2015-11-06 18:22:43","",""
"[DISKON GEDE] TSHIRT KARIKATUR SNSD FLOWER POWER (M/L). harga @35rb. ORDER LINE/SMS 081262139355.","662590513657221120","ACE_store","2015-11-06 18:21:03","",""
"BEAUTY COUTURE Diskon 20% All Treatment dengan Kartu Debit dan Kartu Kredit DANAMON","662590335902752768","katalogpromosi","2015-11-06 18:20:21","",""
"THE MANGROVE SPA (The Menjangan) Diskon 20% All Treatment dengan Kartu Debit dan Kartu Kredit DANAMON","662590335609135104","katalogpromosi","2015-11-06 18:20:20","",""
"TENKAI RESTAURANT (Padma Resort Bali) Diskon 15% Makanan dan Minuman dengan Kartu Kredit DANAMON","662590335596544000","katalogpromosi","2015-11-06 18:20:20","",""
"AMALAN PENGHILANG SUSAH" Rp 88.200 (sudah diskon 10%). Pesan SMS 087783972256/ PIN:5888161F","662590305355436033","surgabuku","2015-11-06 18:20:13","",""
"Diskon 45%! Samsung Monochrome WiFi Laser Printer HANYA 699rb! Klik disini »","662590265710940161","DINOMARKET","2015-11-06 18:20:04","",""
"Lapar ? Ayoook cobain Deli Bon Fried Chicken di Hypermart Binjai Supermall Diskon 10 % untuk…","662590002401042433","binjaisupermall","2015-11-06 18:19:01","",""
"📦Paket Ini Khusus Siswa Siswi SMAVO Jadi akan kami akan diskon sebesar 🎉 15.000🎉 ❗❗❗Grab it fast ❗❗❗ 👕➕📜 = 💰ONLY Rp. 100.000","662589776592175105","SIA2015_","2015-11-06 18:18:07","",""
"@mugnifauzy kamu bisa beli di gunakan voucher diskon kode ZBAPgaz","662589242980216833","caLL68447831","2015-11-06 18:16:00","",""
"Grand Opening! MPOINT Music Resto, 11 Nov 2015 di Grage City Mall. DISKON 50%. Nikmati sensasi kulinernya!","662589214299660288","CirebonTrustCom","2015-11-06 18:15:53","",""
"DAE JANG GEUM RESTAURANT Diskon 20% Makanan dengan Kartu Debit dan Kartu Kredit DANAMON","662589088139255808","katalogpromosi","2015-11-06 18:15:23","",""
"THE SPA (The Amala) Diskon 20% All Treatment dengan Kartu Debit dan Kartu Kredit DANAMON","662589088130801664","katalogpromosi","2015-11-06 18:15:23","",""
"THE SPA (The Bale) Diskon 20% All Treatment dengan Kartu Debit dan Kartu Kredit DANAMON","662589088109830145","katalogpromosi","2015-11-06 18:15:23","",""
"@IklanSOLO | MEMBER @Salon_WinA GRATIS Perawatan & DISKON 5-15% #khususwanita Jl. Tirtotejo Utara, Pajang-Solo s","662588576341737472","Salon_WinA","2015-11-06 18:13:21","",""
"@svtjjww wkwkwk diskon la buat gue han xD","662588412705136641","jjrpark","2015-11-06 18:12:42","",""
"Dapatkan diskon 50% untuk produk-produk berkualitas Hammer @malciputraseraya lantai 1, dan masih banyak","662588316663988224","ciputraseraya","2015-11-06 18:12:19","",""
"Diskon 10% transaction by using Standart Chartered Credit Card Admission Ticket #jatimpark2 @jawatimurpark ##jatimparkdua","662588197247913984","jatimparkdua","2015-11-06 18:11:51","",""
"Mumpung weekend, yuk, nonton bioskop pribadi hanya di #BLOCKBUSTERMOVIE apalagi diskon 50%","662588027244531712","BLOCKBUSTER_MV","2015-11-06 18:11:10","",""
"Diskon heboh borong sendal & sepatu di Bata","662587826295435264","AdaDiskon","2015-11-06 18:10:22","",""
"XING WANG RESTO Diskon 20% Makanan dengan Kartu Debit dan Kartu Kredit DANAMON","662587803662946304","katalogpromosi","2015-11-06 18:10:17","",""
"DAPUR KAMILA Diskon 20% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662587803348398081","katalogpromosi","2015-11-06 18:10:17","",""
"BREWU COFFEE & PASTRY (The Atanaya Hotel) Diskon 20% Makanan dan Minuman dengan Kartu Kredit DANAMON","662587803340029952","katalogpromosi","2015-11-06 18:10:17","",""
"Diskon Hingga 30%! Lock & Lock Set. Mulai dari 89rb! Klik »","662587754333671424","DINOMARKET","2015-11-06 18:10:05","",""
"Yuk sis, ada diskon 20 ribu di Soraya Sale Stock. Harga terjangkau, kualitas mall, bisa COD dan free ongkir. Klik","662587676323741696","FantiSRL","2015-11-06 18:09:46","",""
"Yuk dapetin diskon hingga 50% produk kita di Bekasi Clothing Expo, kita ada di booth @Brandxbrothers no.23🎉","662587562863685632","volkvogjeans","2015-11-06 18:09:19","",""
"@setiawanagung88 Hallo Agung :) untuk harga diskon citilink itu tidak berlaku untuk kelas promo #JauhDekat","662586579777552385","jauhdekatID","2015-11-06 18:05:25","",""
"MACAU SUPREME Diskon 30% Makanan dengan Kartu Debit dan Kartu Kredit DANAMON","662586534785384448","katalogpromosi","2015-11-06 18:05:14","",""
"STAR ANISE RESTAURANT (The Kana Kuta) Diskon 30% Makanan Grand Rijsttafel dgn Kartu Debit dan Kartu Kredit DANAMON","662586534537863168","katalogpromosi","2015-11-06 18:05:14","",""
"Padma Resort Bali Diskon 50% dari Publish Rates dengan Kartu Kredit DANAMON","662586534454026240","katalogpromosi","2015-11-06 18:05:14","",""
"@hyungliner @hoeyae got7 fix ga ada diskon kcc, soalnya kcc ga chingu sm promotornya","662586381567401985","botakhyuk","2015-11-06 18:04:38","",""
"@sckukzy wkwk entar diskon 15% .g","662586303750344704","svtjxshua","2015-11-06 18:04:19","",""
"Karalap diskon. Istighfarin aja :(( (with teteh at Graha Manggala Siliwangi) —","662586137202946048","fannylisda","2015-11-06 18:03:40","",""
"REMINDER! Diskon 10% MEMBER, diskon 30% CC BUKOPIN, diskon 15% CC BANK MEGA, CC BCA dan CC BNI, diskon 10% XL dan TELKOMSEL. Let's join!","662585782046228480","DoubleDeckerUs","2015-11-06 18:02:15","",""
"Casual Airwalk di Sports Station Binjai Supermall hanya Rp 160.000. Dapatkan diskon 30% untuk produk…","662585779890356228","binjaisupermall","2015-11-06 18:02:14","",""
"Nyobain Cafe baru deket yeay masih diskon 20 % 😁😁😁😁 (with adari at @kioskmebdg) [pic] —","662585608431230976","dettdottz","2015-11-06 18:01:33","",""
"HEGARMANAH RESTAURANT Diskon 20% Makanan dan Minuman dengan Kartu Debit dan Kartu Kredit DANAMON","662585454991159296","katalogpromosi","2015-11-06 18:00:57","",""
"Padjadjaran Suites Resort & Convention Hotel Diskon Hingga 40% dari Publish Rate dengan Kartu DANAMON","662585454873722880","katalogpromosi","2015-11-06 18:00:57","",""
